D5W-953,JXD.139,6,120
D5W-953,CRU.009,5,200
M8Q-758,YYK.309,3,165
T7F-869,OTS.581,5,2.5
U6A-456,AWB.345,1,3
H6H-085,IHG.413,3,4.8
I0W-872,KQQ.136,6,30
T0V-569,OQI.373,3,135
V9J-051,PVZ.181,3,15
M0X-657,ICX.503,1,50
Z4L-514,DFF.034,2,1
M7F-612,VCL.867,3,150
J2K-636,TZY.323,6,120
K1F-766,PJG.338,2,10
I0K-077,SSD.176,4,220
J2M-606,BWD.036,2,90
W3T-571,FLJ.040,4,4
T3B-722,JDC.028,1,0.25
L4O-783,OTH.462,3,120
W1C-444,QIL.029,5,15
N0Z-560,UWA.476,1,0.7
U6A-456,XOA.735,5,300
D6F-465,OBI.353,6,120
S7E-946,AWB.345,6,18
O7D-970,CSZ.863,5,10
W3T-571,UWA.476,5,3.5
E1N-544,MLE.193,4,200
A8J-929,UOD.420,4,12
N4J-043,KWP.672,2,20
O5L-856,BXY.119,4,180
R8O-904,KCO.488,4,20
J7Y-327,PQH.935,2,2
N9Q-814,GBJ.693,2,2
T5L-371,XLF.273,5,300
I5K-310,RSE.049,5,5
K0D-676,CJE.310,5,15
J2F-853,SJQ.827,5,9
R8H-409,TKM.141,6,300
J2F-853,EBI.299,5,250
T9L-709,DFF.034,3,1.5
R0P-255,SSD.176,1,55
V7O-315,ZEX.027,1,1.5
F3E-797,OBI.353,1,20
H1W-140,SJD.818,4,220
I3A-223,GLC.370,2,4
H8M-598,YUQ.590,2,110
M1E-751,QHC.492,6,120
L8A-167,CIM.038,4,180
Y9F-491,CRU.009,2,80
U0T-459,AHB.459,3,5.1
W1C-444,MQR.442,3,3
S7E-946,CNN.411,5,300
G6I-762,AFL.718,5,50
D8R-235,CIM.038,4,180
P7I-760,XZR.640,5,200
P5B-640,LDR.510,1,3
R0P-255,QUU.384,4,160
D2V-055,OWN.701,5,7.5
N0Z-560,BTO.226,4,80
Z4L-514,BRD.969,1,60
M1E-751,ZEX.027,3,4.5
J0Q-121,DFJ.952,1,50
J0Q-121,RDT.761,6,30
B3U-845,TMN.884,1,1
C2S-070,FEG.454,4,200
G6I-762,JDC.028,6,1.5
S9I-160,JCW.489,5,300
R8O-904,KWP.672,3,30
I1D-713,VDD.853,2,4
D6F-465,ZEX.027,2,3
L4B-291,ZVA.180,6,330
D5W-953,KQA.580,5,225
W8F-397,QUU.384,5,200
P6I-223,TKM.141,5,250
D6W-048,NMV.644,5,200
S4J-282,CIM.038,5,225
C4O-436,TYF.885,4,8
H6X-124,OQI.373,3,135
D6F-465,AHB.459,3,5.1
D7L-648,IDO.503,6,15
I1D-713,BCK.361,3,1.8
P7E-145,TYF.885,5,10
M7F-612,OPT.996,6,18
A7Y-833,VVS.017,4,3.2
W9Y-717,QUU.384,1,40
L3N-150,YOT.530,2,8
A1Q-612,ISU.815,5,2.5
K1F-766,III.576,5,50
G6I-762,LWG.915,3,150
J2K-636,BWD.036,3,135
P6I-223,AFL.718,5,50
K1F-766,AWB.345,4,12
U0T-459,YYU.726,4,6.4
D8R-235,JJN.837,1,40
B4I-014,ZWF.661,1,5
P7E-145,EJW.346,3,30
W6Z-142,BWD.036,5,225
B4I-014,UWA.476,4,2.8
R8H-409,XLF.273,5,300
D7L-648,UXG.019,4,80
K0D-676,NSM.283,2,100
B4R-105,VJI.529,2,10
T9L-709,TYF.885,2,4
R0P-255,YZD.580,5,15
D8R-235,XLF.273,4,240
I5K-310,TZY.323,3,60
M0X-657,LWG.915,4,200
C3A-423,TMN.884,2,2
Z4L-514,QHC.492,4,80
O3T-110,UJV.290,5,250
A1Q-612,OWN.701,2,3
M8W-853,WZD.331,3,165
J8D-125,BIT.434,4,40
N1O-921,AWT.354,4,4
B4R-105,III.576,5,50
N1O-921,KCO.488,5,25
X9D-758,KCO.488,4,20
O5L-856,JFC.432,1,20
S1D-093,YOT.530,4,16
N2C-590,JFC.432,4,80
W8F-397,DFJ.952,5,250
P7T-999,QHC.492,1,20
L6D-758,PFD.286,4,220
P7E-145,MQR.442,1,1
N9Q-814,JYQ.045,6,30
D5W-953,AFL.718,1,10
N0Z-560,AFL.718,1,10
I0W-872,BCK.361,5,3
U0T-459,XSD.310,6,330
E1J-798,TXM.139,3,15
K1F-766,KQA.580,2,90
U0T-459,RAH.420,3,150
E6T-667,PFD.286,2,110
R5C-239,NSM.283,5,250
A7Y-833,PJG.338,2,10
R5C-239,OQI.373,5,225
I0E-459,ONB.903,3,4.5
J8D-125,FVQ.662,2,100
D8R-235,YYK.309,3,165
N0Z-560,UDR.957,3,150
N9Q-814,FYF.898,2,4
O7D-970,CIM.038,3,135
V9F-655,SPR.580,3,3
B4R-105,VVS.017,5,4
M4Z-108,KWP.672,6,60
L4O-783,QHC.492,3,60
H8M-598,QFR.958,3,150
I1D-713,SJQ.827,1,1.8
K6X-977,DEV.433,3,6
L3N-150,MMA.577,6,360
T0V-569,ZXK.295,4,180
U6A-456,VXS.438,3,0.75
R8O-904,LWG.915,6,300
B3U-845,YUQ.590,2,110
G0F-080,AQS.362,1,0.5
J2F-853,RSE.049,6,6
J2M-606,III.576,6,60
G0F-080,UXG.019,6,120
N4J-043,VRR.793,2,2
P6I-223,EJW.346,6,60
H2K-127,BCK.361,3,1.8
M7F-612,AWB.345,6,18
M8Q-758,FCN.617,1,5
N5Y-450,AQS.362,1,0.5
L6D-758,QFP.254,3,4.5
C4O-436,DIQ.718,4,20
D9A-711,BIT.434,6,60
N5Y-450,TMN.884,5,5
D6F-465,OXP.732,2,10
M8W-853,SNY.500,4,200
L4O-783,QUU.384,3,120
O3T-110,MTF.868,2,10
S6Y-726,VXS.438,1,0.25
B7V-643,VTV.269,4,80
F1H-328,IHG.413,4,6.4
K5K-595,SNY.500,4,200
R0P-255,GXF.122,2,20
C0S-417,BCN.855,3,150
V4I-691,JXD.139,4,80
D7L-648,FVQ.662,5,250
T6W-978,DUG.251,4,200
C0G-556,QJO.060,6,30
X9D-758,YMU.875,3,150
W7R-114,VRR.793,4,4
V9J-051,TYF.885,3,6
T1K-210,ADX.669,4,200
Z4L-514,CJE.310,3,9
B7V-643,AFL.718,5,50
N1O-921,EBI.299,6,300
R8H-409,AFL.718,1,10
O3T-110,OPT.996,2,6
L6D-758,PVZ.181,5,25
L6Z-161,WZD.331,3,165
H2K-127,RDT.761,5,25
D6W-048,TXM.139,5,25
T8Y-354,KSO.608,6,270
W3T-571,CIM.038,3,135
M8W-853,FLJ.040,2,2
B3U-845,HFM.021,6,30
H1W-140,AQS.362,2,1
K5K-595,TYF.885,5,10
N5Y-450,OQI.373,2,90
I0Y-720,QVJ.982,5,25
H3E-885,VRR.793,1,1
M7F-612,CIM.038,1,45
O5L-856,JDQ.505,6,240
T7F-869,III.576,6,60
K0D-676,JXD.139,4,80
M7F-612,QRC.609,3,3
E6T-667,QTK.083,3,180
W7R-114,BCN.855,4,200
E6T-667,QFP.254,2,3
Y4Y-028,DFF.034,4,2
A1Q-612,GBD.525,5,275
R8H-409,JFC.432,5,100
X8U-894,FLJ.040,6,6
H8S-849,TMN.884,2,2
R7U-941,AWB.345,1,3
L6Z-161,CNQ.172,1,60
R0P-255,UWA.476,2,1.4
A6D-661,JDQ.505,5,200
U5L-205,XSD.310,2,110
H7P-047,BCK.361,1,0.6
C0G-556,XSD.310,4,220
I0K-077,AVM.258,4,200
Y9F-491,QHC.492,2,40
G0F-080,SJD.818,1,55
G0F-080,FQG.293,1,1
E3U-231,MYC.756,2,100
V7O-315,QFP.254,5,7.5
C0G-556,AVM.258,2,100
N1O-921,UWA.476,3,2.1
J8D-125,ARS.231,6,3.6
W6Z-142,KQQ.136,6,30
Y4Y-028,AWT.354,6,6
N5J-515,WZD.331,6,330
R5C-239,XLF.273,4,240
B3U-845,UWA.476,3,2.1
I0E-459,MMA.577,5,300
N2C-590,TMJ.043,6,240
P7I-760,DFF.034,2,1
T6W-978,KJX.387,3,15
M4Z-108,KBY.991,6,12
C3A-423,XZR.640,5,200
T1K-210,KQA.580,6,270
B7V-643,JXD.139,2,40
T7F-869,KCO.488,2,10
S9I-160,UOD.420,3,9
Y4Y-028,BRD.969,3,180
N1O-921,QFP.254,6,9
U5L-205,VRR.793,5,5
T9L-709,HLR.109,1,1.8
W3T-571,LDR.510,2,6
E0I-722,YYU.726,1,1.6
D9A-711,OWN.701,1,1.5
W1S-239,ZAF.449,2,2
R8O-904,ISU.815,6,3
N4J-043,WZD.331,2,110
L6D-758,OQI.373,1,45
N1O-921,BCN.855,4,200
R5C-239,QFP.254,5,7.5
E6T-667,UJV.290,4,200
Y4Y-028,UXG.019,4,80
Y9G-536,SSE.115,4,220
S9I-160,VXS.438,3,0.75
K0D-676,MTF.868,6,30
H8S-849,OXP.732,3,15
M4Z-108,OPJ.039,1,45
D9A-711,RDT.761,5,25
T5L-371,DIQ.718,6,30
N0Z-560,YUQ.590,6,330
T9L-709,OTH.462,1,40
F1F-571,CSZ.863,2,4
T0V-569,GXF.122,1,10
M4Z-108,EUZ.452,6,30
Q5S-871,OPT.996,3,9
B3U-845,MYC.756,4,200
N4J-043,GBD.525,6,330
X9D-758,DON.719,3,3
L3N-150,VRR.793,2,2
Y9F-491,EBI.299,5,250
B3U-845,UWA.476,6,4.2
E0I-722,BRD.969,5,300
U6A-456,HFC.845,6,30
W1S-239,UWA.476,1,0.7
T6W-978,QFP.254,4,6
P7I-760,FQG.293,4,4
L6Z-161,AQS.362,1,0.5
T5L-371,QTK.083,6,360
E6T-667,YOT.530,4,16
E0I-722,QTK.083,3,180
D8R-235,JJN.837,2,80
P2Q-870,GLC.370,4,8
V7O-315,SSD.176,5,275
C4O-436,GXF.122,5,50
I0E-459,MTF.868,5,25
L8A-167,QRC.609,5,5
I1D-713,PJG.338,1,5
J2K-636,OTH.462,5,200
P5B-640,YJD.279,5,250
D9A-711,LYZ.614,3,15
J2F-853,CNQ.172,6,360
U6A-456,ZWF.661,1,5
T9L-709,TMN.884,5,5
D5W-953,YJD.279,5,250
R5C-239,QIL.029,4,12
G0F-080,QTK.083,1,60
W1C-444,YGV.332,1,5
T0V-569,ARS.231,4,2.4
R0P-255,FCN.617,6,30
G6I-762,TMN.884,6,6
N4J-043,ICX.503,2,100
W7R-114,RBE.789,2,20
V9F-655,UDR.957,1,50
T0V-569,KJX.387,4,20
W1S-239,KSO.608,3,135
L3W-411,CIM.038,2,90
E6T-667,YOT.530,1,4
X9D-758,BWD.036,1,45
I5K-310,OTW.288,3,60
S6Y-726,QUU.384,1,40
M8W-853,BMJ.772,1,55
T1K-210,GBJ.693,3,3
L6Z-161,TZY.323,3,60
C3A-423,WLL.607,1,45
K5K-595,SSD.176,4,220
R0P-255,VDD.853,4,8
I5K-310,VXS.438,4,1
M0X-657,QFR.958,3,150
O4X-500,AQS.362,1,0.5
V9F-655,ZEX.027,6,9
J7Y-327,JJN.837,5,200
P7I-760,XOA.735,2,120
L8A-167,DFJ.952,2,100
P6I-223,XBD.314,3,150
G6I-762,ZVA.180,6,330
L8A-167,BZS.261,1,50
O4X-603,KBY.991,6,12
A1Q-612,UTN.601,2,1.6
E1N-544,XSD.310,3,165
H8S-849,TKM.141,5,250
I5K-310,HFM.021,1,5
V7P-711,MTF.868,3,15
H6X-124,OQI.373,3,135
P5B-640,FQG.293,1,1
N4J-043,BTO.226,3,60
F1H-328,DEN.125,1,1
B4I-014,UTN.601,1,0.8
L2H-207,SSE.115,5,275
J8D-125,OQI.373,1,45
V7P-711,HLR.109,2,3.6
O3T-110,OFS.384,1,1.7
I1D-713,XZR.640,6,240
D7L-648,TKM.141,4,200
W7R-114,DFF.034,5,2.5
O4X-500,DEN.125,4,4
V4I-691,SNY.500,3,150
D6F-465,CSZ.863,5,10
A8J-929,BWD.036,3,135
W9Y-717,EVN.510,5,250
I0K-077,KCO.488,1,5
M7F-612,VCL.867,1,50
O5L-856,YUQ.590,5,275
W7R-114,OFS.384,3,5.1
P7I-760,TMJ.043,3,120
U5N-536,OFS.384,5,8.5
A8J-929,BRD.969,4,240
L6Z-161,IDO.503,6,15
V9J-051,GKG.558,3,15
N2C-590,YUQ.590,2,110
C0G-556,TZY.323,6,120
C0S-417,YZD.580,1,3
N5Y-450,CNN.411,6,360
B7V-643,SSE.115,4,220
H6H-085,VJI.529,6,30
V7O-315,TXM.139,3,15
N4J-043,EUZ.452,2,10
H2K-127,PPX.620,1,5
U5L-205,UCX.285,3,1.5
J7Y-327,TZY.323,1,20
N4J-043,QRC.609,1,1
C0S-417,JFC.432,3,60
O7D-970,XLF.273,4,240
D6W-048,CIM.038,2,90
H8S-849,LWG.915,2,100
Y4Y-028,ICX.503,5,250
U6A-456,BXY.119,5,225
L3W-411,HFC.845,3,15
J2K-636,YOT.530,5,20
B7V-643,KQQ.136,3,15
E1J-798,RDT.761,3,15
N5J-515,FQG.293,5,5
J2F-853,PFD.286,6,330
S9I-160,DIQ.718,1,5
U6A-456,QIL.029,2,6
E6T-667,JXD.139,3,60
L4O-783,QFP.254,5,7.5
P6I-223,XBD.314,2,100
D8R-235,TMJ.043,6,240
U0T-459,BMJ.772,1,55
J2M-606,KDA.627,5,250
C0S-417,FLW.631,3,3
J2K-636,OTH.462,2,80
H6X-124,RBE.789,6,60
W2L-827,KQA.580,2,90
K6X-977,ZVA.180,4,220
N2C-590,VRR.793,5,5
P7I-760,DFJ.952,5,250
I5K-310,DON.719,2,2
L3W-411,UXG.019,2,40
U5N-536,YUQ.590,1,55
J2F-853,DOV.560,2,10
I0Y-720,ZWF.661,4,20
M1E-751,HFM.021,4,20
S4J-282,AWB.345,5,15
H6X-124,HFM.021,6,30
T8Y-354,BCK.361,2,1.2
K6X-977,FVB.607,5,250
E1N-544,LDR.510,6,18
T9A-930,HFC.845,6,30
P2Q-870,QVJ.982,6,30
K1F-766,YEZ.591,5,200
E1J-798,UXG.019,2,40
U5N-536,YYK.309,6,330
T7F-869,KWP.672,6,60
I0Y-720,KWP.672,2,20
J0Q-121,HFM.021,6,30
C3A-423,OXP.732,2,10
Y9G-536,FVB.607,1,50
L2H-207,GXF.122,3,30
K6X-977,VZV.827,1,50
M1E-751,WZD.331,4,220
T3B-722,BXY.119,5,225
C3A-423,PFD.286,2,110
K5K-595,QUU.384,5,200
S6Y-726,UXG.019,1,20
R8H-409,EBI.299,6,300
I0E-459,ISU.815,1,0.5
S6Y-726,VCL.867,6,300
V9J-051,TZY.323,5,100
W1S-239,JFC.432,4,80
G0F-080,SSD.176,6,330
A1Q-612,XSD.310,6,330
D2V-055,HLR.109,2,3.6
M8Q-758,XLF.273,2,120
N2C-590,LDR.510,6,18
F1H-328,YJD.279,5,250
L4B-291,UWA.476,2,1.4
P7I-760,SSD.176,1,55
E0I-722,DUG.251,2,100
D5W-953,SJQ.827,2,3.6
S1D-093,FVQ.662,4,200
D5W-953,VXS.438,4,1
W3T-571,KJX.387,4,20
L3W-411,FEG.454,2,100
S9I-160,VJI.529,1,5
L8A-167,VJI.529,5,25
N5Y-450,RDT.761,6,30
F3E-797,BRD.969,3,180
E1N-544,OQI.373,1,45
I0Y-720,TZY.323,3,60
I1D-713,AFL.718,1,10
L4B-291,VVS.017,1,0.8
M7F-612,DFJ.952,4,200
L8A-167,JXD.139,5,100
C4O-436,AVM.258,1,50
S4J-282,QIL.029,6,18
U6A-456,JCW.489,5,300
T6W-978,RBE.789,6,60
P7I-760,PJG.338,2,10
N6D-256,DUG.251,2,100
T1K-210,KQQ.136,3,15
H8M-598,SNY.500,5,250
C4O-436,CNQ.172,3,180
U6A-456,KJX.387,5,25
W7R-114,DUG.251,5,250
P2Q-870,SAM.013,1,50
I0Y-720,ZEX.027,6,9
U5N-536,OTW.288,5,100
W2L-827,TXM.139,1,5
P5B-640,XBD.314,5,250
B7V-643,YUQ.590,4,220
B4R-105,FQG.293,4,4
X8U-894,OFS.384,1,1.7
Q5S-871,DON.719,1,1
G6I-762,TZY.323,1,20
W8F-397,YYU.726,2,3.2
T6W-978,SAM.013,3,150
M0X-657,FLJ.040,3,3
J0Q-121,JFC.432,3,60
L6D-758,TKM.141,3,150
P7T-999,ONB.903,3,4.5
N5J-515,HFM.021,6,30
I0Y-720,AVM.258,6,300
A1Q-612,MMA.577,2,120
L3N-150,FVQ.662,6,300
E6T-667,ICX.503,3,150
A7Y-833,GBJ.693,5,5
W9Y-717,FEG.454,2,100
U0T-459,QFP.254,5,7.5
H1W-140,QVJ.982,4,20
Y9G-536,OTH.462,6,240
T8Y-354,EBI.299,3,150
J0Q-121,QHC.492,4,80
C0G-556,YMU.875,5,250
T6W-978,KQQ.136,1,5
N5J-515,TMJ.043,6,240
Y9G-536,QRC.609,3,3
N6D-256,ZAF.449,1,1
S6Y-726,BXY.119,3,135
Y4Y-028,CRU.009,4,160
P6I-223,OQI.373,3,135
H8M-598,VZV.827,1,50
H8M-598,YMU.875,4,200
T8Y-354,FVQ.662,4,200
V4I-691,HLR.109,5,9
W9Y-717,YYU.726,6,9.6
G6I-762,VVS.017,3,2.4
V9F-655,CRU.009,6,240
S4J-282,NSR.955,2,100
N0Z-560,YGV.332,3,15
O4X-603,VXS.438,2,0.5
F1H-328,XLF.273,4,240
J2K-636,ZWF.661,5,25
L6Z-161,AQS.362,1,0.5
B4R-105,OQI.373,1,45
M4Z-108,VDD.853,5,10
T9L-709,JXD.139,4,80
I0W-872,YJD.279,3,150
N4J-043,JDC.028,5,1.25
P2Q-870,EUZ.452,5,25
F3E-797,OBI.353,4,80
W7R-114,VCL.867,1,50
P7T-999,TXM.139,3,15
A7Y-833,RDT.761,5,25
O7D-970,XTE.383,6,6
H8M-598,SSD.176,6,330
I0W-872,GBJ.693,4,4
S1D-093,XSD.310,1,55
J8D-125,XSD.310,3,165
N9Q-814,RAH.420,4,200
L4O-783,AVM.258,3,150
B4R-105,TZY.323,5,100
J2K-636,DOV.560,4,20
I1D-713,III.576,2,20
M8W-853,DFJ.952,2,100
T9L-709,QRC.609,5,5
M8W-853,VRR.793,3,3
M0X-657,LWG.915,1,50
R5C-239,GLC.370,6,12
O5L-856,SPR.580,1,1
I0Y-720,BWD.036,5,225
A1Q-612,XZG.521,4,6
K6X-977,OTS.581,5,2.5
I5K-310,AQS.362,2,1
D6W-048,OTW.288,5,100
D6F-465,TXM.139,2,10
H2K-127,BWD.036,3,135
B7V-643,XZG.521,3,4.5
D6W-048,SPR.580,5,5
P5B-640,OPJ.039,2,90
D7L-648,ZWF.661,6,30
A7Y-833,KBY.991,6,12